timesteps,run_1,run_2,run_3,run_4,run_5,mean_return,std_return
0,9.4,9.166666666666666,9.566666666666666,30.6,9.5,13.646666666666667,8.477751274168561
250,9.633333333333333,9.433333333333334,9.266666666666667,9.166666666666666,9.433333333333334,9.386666666666667,0.15999999999999992
500,20.033333333333335,18.866666666666667,9.533333333333333,9.233333333333333,33.13333333333333,18.160000000000004,8.744303542560976
750,14.966666666666667,10.3,9.533333333333333,10.033333333333333,9.6,10.886666666666667,2.0594066027755558
1000,42.56666666666667,9.633333333333333,9.166666666666666,40.2,45.5,29.413333333333334,16.427532444716775
1250,40.4,31.6,28.066666666666666,9.4,35.93333333333333,29.080000000000002,10.6751133223233
1500,93.5,56.43333333333333,11.5,36.63333333333333,40.4,47.693333333333335,27.055912477682213
1750,25.066666666666666,22.666666666666668,27.3,31.4,137.8,48.84666666666667,44.569544160409215
2000,52.46666666666667,66.83333333333333,21.2,38.03333333333333,21.3,39.96666666666667,17.790097120464395
2250,42.6,429.4,32.766666666666666,38.233333333333334,69.0,122.4,154.00439099079105
2500,39.166666666666664,487.8333333333333,41.06666666666667,43.93333333333333,75.2,137.44,175.69192911330774
2750,55.3,141.73333333333332,42.03333333333333,31.333333333333332,146.06666666666666,83.29333333333332,50.08309273375375
3000,81.96666666666667,140.73333333333332,97.83333333333333,73.23333333333333,75.43333333333334,93.84,24.977379988924195
3250,71.3,104.3,57.63333333333333,84.3,86.2,80.74666666666666,15.624277405513652
3500,83.1,130.9,124.46666666666667,59.56666666666667,55.8,90.76666666666668,31.62676082054563
3750,84.33333333333333,99.16666666666667,110.66666666666667,69.5,474.4,167.61333333333332,154.01799404254325
4000,72.0,357.46666666666664,102.83333333333333,112.86666666666666,172.3,163.49333333333334,102.29069991396523
4250,42.3,396.0,128.0,59.13333333333333,214.9,168.06666666666666,129.1789680163833
4500,23.966666666666665,248.13333333333333,149.4,205.7,93.9,144.22,79.49537121395461
4750,71.9,197.63333333333333,133.06666666666666,198.73333333333332,26.633333333333333,125.59333333333332,68.22188440017698
5000,76.4,18.566666666666666,439.6333333333333,249.13333333333333,339.53333333333336,224.65333333333334,157.77442772656298
5250,84.36666666666666,85.83333333333333,498.0,15.2,95.0,155.68,173.53029911548907
5500,62.9,50.8,9.233333333333333,28.166666666666668,217.1,73.64,74.07270422437074
5750,89.9,46.2,97.13333333333334,235.73333333333332,349.8,163.75333333333333,112.69943034461177
6000,67.0,142.2,500.0,273.3666666666667,423.73333333333335,281.26000000000005,163.3726869597377
6250,126.06666666666666,306.43333333333334,99.7,221.9,373.9,225.6,104.20969457994032
6500,119.96666666666667,387.1,17.033333333333335,175.6,196.16666666666666,179.17333333333335,121.10313767840849
6750,142.93333333333334,393.8,500.0,304.2,470.8333333333333,362.35333333333335,129.01965328326276
7000,106.26666666666667,31.0,112.13333333333334,244.2,468.96666666666664,192.51333333333332,154.32689057826425
7250,107.2,27.833333333333332,74.86666666666666,295.73333333333335,331.73333333333335,167.47333333333333,122.58888548495923
7500,222.66666666666666,431.6666666666667,159.96666666666667,72.3,19.666666666666668,181.25333333333333,143.42670849988545
7750,102.46666666666667,151.0,397.06666666666666,87.43333333333334,29.233333333333334,153.44,127.8611458662178
8000,319.56666666666666,198.7,9.6,164.56666666666666,38.166666666666664,146.12,112.67680743317736
8250,171.93333333333334,223.56666666666666,105.7,428.0,62.266666666666666,198.29333333333335,127.41704996672236
8500,135.13333333333333,175.06666666666666,112.4,85.8,83.43333333333334,118.36666666666667,34.09556504232707
8750,351.93333333333334,172.46666666666667,129.26666666666668,466.9,168.26666666666668,257.76666666666665,129.92513399817776
9000,480.53333333333336,214.63333333333333,14.633333333333333,499.56666666666666,337.3333333333333,309.34000000000003,180.05462553841204
9250,112.76666666666667,477.76666666666665,146.8,500.0,340.93333333333334,315.6533333333333,161.60318836238625
9500,93.83333333333333,440.5,177.76666666666668,344.3,232.06666666666666,257.6933333333333,122.32259789407497
9750,97.5,220.13333333333333,112.7,500.0,139.3,213.92666666666665,149.16274393352307
10000,112.56666666666666,66.6,500.0,371.96666666666664,195.13333333333333,249.25333333333327,163.03797867027453
10250,119.76666666666667,120.1,500.0,500.0,143.5,276.67333333333335,182.5484305906548
10500,123.13333333333334,113.6,500.0,137.13333333333333,24.466666666666665,179.66666666666669,164.96690038375039
10750,179.0,190.76666666666668,101.06666666666666,500.0,66.06666666666666,207.37999999999997,153.60981392259197
11000,250.46666666666667,190.93333333333334,73.26666666666667,9.266666666666667,101.2,125.02666666666667,85.70422108105943
11250,120.56666666666666,130.0,284.8,38.53333333333333,134.43333333333334,141.66666666666666,79.69601969706866
11500,467.6333333333333,127.5,107.06666666666666,78.96666666666667,125.83333333333333,181.40000000000003,144.18073226182324
11750,197.0,130.2,108.43333333333334,129.4,153.46666666666667,143.7,30.221699341882005
12000,195.26666666666668,121.26666666666667,494.5,72.73333333333333,184.93333333333334,213.74,147.26266540512643
12250,264.9,130.73333333333332,73.7,298.93333333333334,193.26666666666668,192.30666666666667,83.06476562832697
12500,224.5,212.4,318.8333333333333,289.7,294.23333333333335,267.93333333333334,41.77725058769026
12750,144.66666666666666,118.4,40.13333333333333,498.6333333333333,246.46666666666667,209.66,158.84088250685198
13000,487.93333333333334,116.9,411.9,377.5,304.7,339.7866666666667,126.07902565895371
13250,322.56666666666666,122.06666666666666,284.3,349.5,163.76666666666668,248.44,89.5919847605428
13500,450.1666666666667,189.7,160.13333333333333,500.0,275.8333333333333,315.16666666666663,136.90339010492846
13750,500.0,199.4,112.56666666666666,500.0,500.0,362.3933333333333,170.7553654924039
14000,495.76666666666665,68.3,381.8666666666667,127.8,53.7,225.48666666666668,179.59230198795643
14250,114.73333333333333,139.46666666666667,415.26666666666665,133.46666666666667,221.2,204.82666666666668,111.38587662316577
14500,21.6,139.46666666666667,200.16666666666666,61.56666666666667,108.76666666666667,106.31333333333335,61.79356528888028
14750,93.1,148.6,220.53333333333333,75.16666666666667,107.96666666666667,129.07333333333332,51.752725746787696
15000,96.23333333333333,444.23333333333335,111.13333333333334,500.0,81.4,246.6,185.21494900070385
15250,80.06666666666666,137.3,101.66666666666667,500.0,95.2,182.84666666666666,159.68506171002136
15500,78.26666666666667,249.03333333333333,97.36666666666666,500.0,108.83333333333333,206.7,158.64664159347618
15750,168.56666666666666,62.766666666666666,155.96666666666667,500.0,140.6,205.57999999999998,151.74495356793034
16000,99.16666666666667,234.2,109.63333333333334,500.0,132.96666666666667,215.19333333333333,150.22810419122277
16250,93.6,312.9,114.2,500.0,138.93333333333334,231.92666666666668,154.95908334496275
16500,82.8,187.33333333333334,121.86666666666666,500.0,163.76666666666668,211.15333333333334,148.78976607579196
16750,500.0,142.16666666666666,125.2,14.2,149.63333333333333,186.24,164.348098592929
17000,94.36666666666666,117.93333333333334,108.5,500.0,116.66666666666667,187.4933333333333,156.47872045602736
17250,500.0,434.96666666666664,500.0,500.0,136.03333333333333,414.2,141.34558280249786
17500,500.0,230.56666666666666,125.33333333333333,500.0,215.73333333333332,314.3266666666667,155.82299987129272
17750,115.5,121.1,118.03333333333333,495.03333333333336,227.8,215.49333333333334,146.08304852605818
18000,115.6,500.0,500.0,500.0,500.0,423.12,153.76000000000002
18250,97.8,500.0,105.7,500.0,110.6,262.82,193.6997305109122
18500,156.73333333333332,104.76666666666667,500.0,500.0,500.0,352.3,181.63972154912716
18750,157.4,33.93333333333333,117.16666666666667,500.0,113.96666666666667,184.49333333333334,162.75976761950588
19000,168.03333333333333,64.36666666666666,500.0,500.0,500.0,346.48,190.85927637339972
19250,500.0,64.63333333333334,500.0,500.0,500.0,412.9266666666666,174.14666666666665
19500,147.96666666666667,104.26666666666667,283.9,500.0,500.0,307.22666666666663,168.18071153771865
19750,118.06666666666666,78.86666666666666,82.06666666666666,500.0,500.0,255.8,199.8631665248335
20000,500.0,379.4,500.0,500.0,500.0,475.88,48.24000000000001
20250,500.0,500.0,476.3333333333333,24.733333333333334,109.76666666666667,322.16666666666663,210.04623194800604
20500,500.0,500.0,500.0,113.03333333333333,500.0,422.6066666666667,154.7866666666667
20750,500.0,497.3333333333333,500.0,34.233333333333334,127.53333333333333,331.82,207.0046157295371
21000,500.0,500.0,500.0,130.2,432.53333333333336,412.54666666666674,143.57114163755583
21250,500.0,96.6,107.8,500.0,500.0,340.88,194.9135849549743
21500,102.73333333333333,114.53333333333333,123.0,187.83333333333334,115.5,128.72,30.26034148298176
21750,500.0,86.53333333333333,128.6,491.6666666666667,138.06666666666666,268.9733333333333,186.05978776248838
22000,500.0,276.76666666666665,500.0,245.9,92.33333333333333,323.0,157.4465256664765
22250,500.0,71.66666666666667,500.0,500.0,148.46666666666667,344.02666666666664,192.5651709595135
22500,500.0,349.53333333333336,126.16666666666667,500.0,124.36666666666666,320.01333333333326,168.23553674007826
22750,500.0,284.1,185.33333333333334,500.0,173.36666666666667,328.56000000000006,145.16121214398532
23000,300.8666666666667,453.06666666666666,500.0,267.23333333333335,57.96666666666667,315.8266666666667,156.0971028274103
23250,500.0,339.2,500.0,500.0,89.36666666666666,385.7133333333333,160.72906616760739
23500,500.0,500.0,15.1,315.6333333333333,500.0,366.14666666666665,189.4916903484454
23750,500.0,500.0,500.0,267.3,500.0,453.46000000000004,93.08
24000,500.0,42.3,241.83333333333334,194.66666666666666,265.43333333333334,248.84666666666666,147.64775589971634
24250,500.0,70.03333333333333,185.46666666666667,174.6,231.9,232.4,143.8864289794018
24500,500.0,35.93333333333333,161.53333333333333,194.9,500.0,278.4733333333333,188.48514282740342
24750,500.0,64.66666666666667,172.3,85.9,187.53333333333333,202.07999999999998,156.35536248487858
25000,500.0,36.7,155.13333333333333,500.0,500.0,338.3666666666667,201.47120665522186
25250,207.3,39.3,171.36666666666667,232.1,500.0,230.01333333333332,150.48193040288186
25500,21.133333333333333,500.0,500.0,257.73333333333335,500.0,355.77333333333337,191.83313860401353
25750,121.43333333333334,500.0,500.0,213.73333333333332,35.266666666666666,274.0866666666667,192.90112792712114
26000,500.0,500.0,500.0,198.53333333333333,84.5,356.6066666666667,179.28422177586563
26250,500.0,500.0,500.0,230.43333333333334,101.66666666666667,366.42,168.59273425757246
26500,500.0,500.0,500.0,84.03333333333333,480.96666666666664,413.0,164.64843488813102
26750,500.0,500.0,500.0,500.0,500.0,500.0,0.0
27000,500.0,500.0,500.0,500.0,500.0,500.0,0.0
27250,13.133333333333333,500.0,500.0,297.03333333333336,500.0,362.03333333333336,191.3429451708807
27500,14.1,500.0,500.0,69.16666666666667,443.46666666666664,305.3466666666667,217.00810491776568
27750,500.0,500.0,500.0,54.63333333333333,178.33333333333334,346.59333333333336,191.91294137359958
28000,500.0,500.0,500.0,59.6,116.2,335.15999999999997,202.67879612825809
28250,500.0,9.4,500.0,61.7,500.0,314.21999999999997,228.1333855445099
28500,500.0,17.433333333333334,253.16666666666666,99.43333333333334,500.0,274.00666666666666,199.44222376974798
28750,91.66666666666667,13.5,52.46666666666667,119.3,148.8,85.14666666666668,47.87887773677797
29000,144.83333333333334,12.0,33.266666666666666,97.56666666666666,156.0,88.73333333333333,57.81798643636387
29250,500.0,500.0,270.93333333333334,88.96666666666667,225.56666666666666,317.09333333333336,160.9095085927353
29500,500.0,129.26666666666668,500.0,181.8,500.0,362.2133333333333,169.56922886472586
29750,500.0,500.0,500.0,229.06666666666666,272.96666666666664,400.40666666666664,122.76387525109602
30000,500.0,500.0,500.0,113.2,468.73333333333335,416.38666666666666,152.07622883862481
30250,500.0,500.0,500.0,252.0,194.43333333333334,389.2866666666667,136.81211707220152
30500,99.73333333333333,500.0,500.0,110.7,475.4,337.1666666666667,189.6310007473579
30750,500.0,500.0,500.0,308.8333333333333,490.03333333333336,459.77333333333337,75.568651348735
31000,500.0,500.0,175.66666666666666,357.6333333333333,500.0,406.66,127.9832808525308
31250,500.0,500.0,500.0,278.26666666666665,220.1,399.6733333333333,124.24369673258188
31500,500.0,500.0,116.13333333333334,230.06666666666666,153.63333333333333,299.9666666666667,167.4041921684029
31750,500.0,500.0,500.0,126.3,500.0,425.26000000000005,149.48000000000002
32000,179.7,500.0,500.0,500.0,500.0,435.93999999999994,128.12
32250,56.233333333333334,500.0,500.0,308.03333333333336,500.0,372.85333333333335,174.89921745584417
32500,500.0,500.0,165.93333333333334,500.0,500.0,433.18666666666667,133.6266666666667
32750,177.06666666666666,500.0,500.0,500.0,500.0,435.4133333333333,129.17333333333335
33000,500.0,500.0,109.8,500.0,500.0,421.96000000000004,156.07999999999998
33250,500.0,500.0,500.0,500.0,500.0,500.0,0.0
33500,388.06666666666666,500.0,500.0,500.0,500.0,477.61333333333334,44.77333333333333
33750,338.8,15.566666666666666,500.0,500.0,500.0,370.87333333333333,188.30433570272473
