timesteps,return
0,9.3
250,13.166666666666666
500,9.4
750,9.3
1000,130.36666666666667
1250,69.2
1500,36.6
1750,64.06666666666666
2000,30.6
2250,23.9
2500,106.8
2750,18.6
3000,9.566666666666666
3250,45.8
3500,149.66666666666666
3750,98.1
4000,68.63333333333334
4250,93.46666666666667
4500,93.93333333333334
4750,162.63333333333333
5000,157.4
5250,206.1
5500,34.8
5750,335.3
6000,359.0
6250,376.6
6500,182.0
6750,417.6666666666667
7000,228.23333333333332
7250,11.6
7500,281.46666666666664
7750,335.26666666666665
8000,114.83333333333333
8250,320.4
8500,223.93333333333334
8750,413.7
9000,477.73333333333335
9250,484.46666666666664
9500,200.3
9750,12.7
10000,207.3
10250,416.1666666666667
10500,255.66666666666666
10750,315.26666666666665
11000,129.43333333333334
11250,390.46666666666664
11500,500.0
11750,452.56666666666666
12000,424.8333333333333
12250,500.0
12500,203.06666666666666
12750,9.4
13000,60.6
13250,493.6666666666667
13500,496.53333333333336
13750,136.2
14000,500.0
14250,500.0
14500,381.4
14750,359.6666666666667
15000,51.43333333333333
15250,227.43333333333334
15500,443.03333333333336
15750,356.6
16000,180.1
16250,342.03333333333336
16500,495.7
16750,126.7
17000,261.3
17250,266.6333333333333
17500,279.06666666666666
17750,215.43333333333334
18000,196.83333333333334
18250,148.26666666666668
18500,349.93333333333334
18750,222.76666666666668
19000,221.9
19250,165.46666666666667
19500,95.36666666666666
19750,124.13333333333334
20000,500.0
20250,500.0
20500,500.0
20750,500.0
21000,221.5
21250,202.43333333333334
21500,216.96666666666667
21750,201.0
22000,159.9
22250,211.56666666666666
22500,257.23333333333335
22750,499.4
23000,351.23333333333335
23250,317.4
23500,150.0
23750,174.76666666666668
24000,224.63333333333333
24250,500.0
24500,251.93333333333334
24750,230.06666666666666
25000,204.0
25250,147.23333333333332
25500,139.46666666666667
25750,333.06666666666666
26000,500.0
26250,500.0
26500,10.033333333333333
26750,176.36666666666667
27000,213.16666666666666
27250,135.4
27500,167.43333333333334
27750,139.13333333333333
28000,132.06666666666666
28250,133.53333333333333
28500,131.73333333333332
28750,154.0
29000,153.46666666666667
29250,171.1
29500,137.96666666666667
29750,218.73333333333332
30000,210.56666666666666
30250,202.73333333333332
30500,263.3666666666667
30750,490.73333333333335
31000,315.73333333333335
31250,491.4
31500,500.0
31750,500.0
32000,500.0
32250,500.0
32500,170.93333333333334
32750,283.6666666666667
33000,200.6
33250,175.56666666666666
33500,186.9
33750,157.13333333333333
34000,131.93333333333334
34250,500.0
34500,211.13333333333333
34750,184.43333333333334
35000,169.6
35250,138.16666666666666
35500,133.83333333333334
35750,147.33333333333334
36000,212.66666666666666
36250,210.8
36500,500.0
36750,215.66666666666666
37000,275.53333333333336
37250,494.06666666666666
37500,234.4
37750,180.76666666666668
38000,196.13333333333333
38250,248.9
38500,224.2
38750,161.8
39000,183.43333333333334
39250,171.46666666666667
39500,183.7
39750,204.1
40000,227.8
40250,323.06666666666666
40500,113.2
40750,131.53333333333333
41000,281.23333333333335
41250,352.7
41500,500.0
41750,161.5
42000,216.63333333333333
42250,189.03333333333333
42500,285.93333333333334
42750,247.46666666666667
43000,145.63333333333333
43250,169.36666666666667
43500,160.8
43750,178.7
44000,500.0
44250,500.0
44500,144.03333333333333
44750,155.06666666666666
45000,133.7
45250,176.83333333333334
45500,197.1
45750,438.3333333333333
46000,500.0
46250,500.0
46500,500.0
46750,500.0
47000,500.0
47250,500.0
47500,499.56666666666666
47750,309.5
48000,205.2
48250,500.0
48500,172.73333333333332
48750,500.0
49000,130.53333333333333
49250,204.5
49500,161.23333333333332
49750,149.06666666666666
50000,204.76666666666668
50250,204.86666666666667
50500,243.2
50750,191.73333333333332
51000,9.466666666666667
51250,500.0
51500,500.0
51750,225.23333333333332
52000,486.93333333333334
52250,500.0
52500,500.0
52750,285.0
53000,500.0
53250,431.93333333333334
53500,280.53333333333336
53750,500.0
54000,463.26666666666665
54250,170.26666666666668
54500,379.1666666666667
54750,233.3
55000,189.46666666666667
55250,156.16666666666666
55500,177.96666666666667
55750,299.4
56000,283.2
56250,351.6333333333333
56500,157.03333333333333
56750,242.5
57000,116.36666666666666
57250,500.0
57500,133.76666666666668
57750,475.8666666666667
58000,197.53333333333333
58250,500.0
58500,500.0
58750,500.0
59000,500.0
59250,500.0
59500,500.0
59750,500.0
60000,500.0
60250,500.0
60500,500.0
60750,500.0
61000,500.0
61250,500.0
61500,500.0
61750,500.0
62000,131.33333333333334
62250,176.93333333333334
62500,475.56666666666666
62750,364.56666666666666
63000,158.13333333333333
63250,142.5
63500,152.7
63750,500.0
64000,90.16666666666667
64250,9.3
64500,500.0
64750,500.0
65000,500.0
65250,500.0
65500,186.3
65750,206.76666666666668
66000,500.0
66250,276.9
66500,265.46666666666664
