timesteps,return
0,9.733333333333333
250,9.466666666666667
500,41.266666666666666
750,9.3
1000,52.13333333333333
1250,94.06666666666666
1500,167.96666666666667
1750,284.6333333333333
2000,9.333333333333334
2250,69.63333333333334
2500,61.56666666666667
2750,163.93333333333334
3000,87.53333333333333
3250,69.06666666666666
3500,154.66666666666666
3750,150.46666666666667
4000,75.86666666666666
4250,88.76666666666667
4500,81.66666666666667
4750,87.0
5000,65.13333333333334
5250,65.3
5500,252.4
5750,274.56666666666666
6000,237.46666666666667
6250,12.033333333333333
6500,65.9
6750,140.03333333333333
7000,85.6
7250,341.6333333333333
7500,303.26666666666665
7750,264.1
8000,193.06666666666666
8250,158.46666666666667
8500,24.166666666666668
8750,290.0
9000,73.63333333333334
9250,103.26666666666667
9500,409.43333333333334
9750,370.0
10000,236.13333333333333
10250,109.13333333333334
10500,189.53333333333333
10750,396.46666666666664
11000,152.83333333333334
11250,270.6666666666667
11500,358.3333333333333
11750,500.0
12000,489.26666666666665
12250,375.96666666666664
12500,500.0
12750,190.53333333333333
13000,189.43333333333334
13250,241.0
13500,364.3333333333333
13750,500.0
14000,500.0
14250,500.0
14500,500.0
14750,500.0
15000,500.0
15250,500.0
15500,500.0
15750,500.0
16000,500.0
16250,500.0
16500,500.0
16750,500.0
17000,500.0
17250,136.06666666666666
17500,500.0
17750,500.0
18000,500.0
18250,500.0
18500,500.0
18750,134.8
19000,188.43333333333334
19250,500.0
19500,500.0
19750,99.3
20000,278.1333333333333
20250,191.6
20500,164.96666666666667
20750,138.9
21000,500.0
21250,500.0
21500,500.0
21750,500.0
22000,500.0
22250,237.9
22500,247.43333333333334
22750,132.33333333333334
23000,133.43333333333334
23250,500.0
23500,500.0
23750,500.0
24000,500.0
24250,245.36666666666667
24500,199.0
24750,205.93333333333334
25000,500.0
25250,500.0
25500,140.1
25750,165.83333333333334
26000,489.1666666666667
26250,466.1666666666667
26500,500.0
26750,500.0
27000,184.6
27250,177.03333333333333
27500,189.93333333333334
27750,142.53333333333333
28000,183.63333333333333
28250,483.76666666666665
28500,267.6333333333333
28750,225.0
29000,500.0
29250,324.1
29500,500.0
29750,269.76666666666665
30000,193.8
30250,500.0
30500,500.0
30750,500.0
31000,500.0
31250,131.03333333333333
31500,37.63333333333333
31750,123.56666666666666
32000,218.46666666666667
32250,179.93333333333334
32500,266.3333333333333
32750,250.93333333333334
33000,500.0
33250,500.0
33500,500.0
33750,500.0
34000,500.0
34250,214.2
34500,500.0
34750,500.0
35000,500.0
35250,500.0
35500,500.0
35750,500.0
36000,500.0
36250,500.0
36500,500.0
36750,500.0
37000,500.0
37250,435.0
37500,402.4
37750,500.0
38000,500.0
38250,500.0
38500,500.0
38750,361.53333333333336
39000,203.56666666666666
39250,159.6
39500,134.66666666666666
39750,93.7
40000,129.5
40250,176.7
40500,414.0
40750,500.0
41000,228.33333333333334
41250,189.9
41500,500.0
41750,193.7
42000,403.23333333333335
42250,500.0
42500,497.6
42750,496.6333333333333
43000,500.0
43250,500.0
43500,341.6
43750,387.6
44000,264.8
44250,500.0
44500,500.0
44750,500.0
45000,500.0
45250,31.766666666666666
45500,500.0
45750,500.0
46000,500.0
46250,500.0
46500,18.0
46750,10.133333333333333
47000,500.0
47250,500.0
47500,500.0
47750,500.0
48000,500.0
48250,500.0
48500,500.0
48750,500.0
49000,500.0
49250,500.0
49500,500.0
49750,500.0
50000,500.0
50250,500.0
50500,500.0
50750,500.0
51000,500.0
51250,500.0
51500,500.0
51750,500.0
52000,500.0
52250,252.73333333333332
52500,321.26666666666665
52750,500.0
53000,500.0
53250,500.0
53500,500.0
53750,500.0
54000,403.4
54250,500.0
54500,500.0
54750,500.0
55000,500.0
55250,484.06666666666666
55500,500.0
55750,500.0
56000,500.0
56250,500.0
56500,500.0
56750,500.0
57000,500.0
57250,74.63333333333334
57500,104.76666666666667
57750,113.93333333333334
58000,132.56666666666666
58250,61.63333333333333
58500,94.3
58750,124.0
59000,122.1
59250,371.2
59500,500.0
59750,500.0
60000,500.0
60250,500.0
60500,483.8666666666667
60750,500.0
61000,500.0
61250,500.0
61500,500.0
61750,500.0
62000,500.0
62250,500.0
62500,412.2
62750,306.56666666666666
63000,108.63333333333334
63250,95.3
63500,472.9
63750,500.0
64000,133.36666666666667
64250,500.0
64500,500.0
