timesteps,run_1,run_2,run_3,run_4,run_5,mean_return,std_return
0,13.966666666666667,40.96666666666667,9.366666666666667,9.3,9.166666666666666,16.553333333333335,12.341179486220557
250,9.233333333333333,9.066666666666666,9.4,13.166666666666666,10.033333333333333,10.179999999999998,1.5287758356134344
500,17.933333333333334,9.4,9.4,9.4,9.2,11.066666666666666,3.434207008579678
750,11.133333333333333,9.433333333333334,9.166666666666666,9.3,9.2,9.646666666666667,0.7491031674980125
1000,74.96666666666667,9.3,9.333333333333334,130.36666666666667,50.766666666666666,54.94666666666667,45.32249674401347
1250,57.9,101.9,40.46666666666667,69.2,28.566666666666666,59.60666666666667,25.351496997218923
1500,17.033333333333335,49.6,79.5,36.6,27.733333333333334,42.09333333333333,21.540653038692522
1750,190.26666666666668,33.166666666666664,37.5,64.06666666666666,107.4,86.47999999999999,58.22890691057149
2000,198.66666666666666,201.3,51.13333333333333,30.6,9.366666666666667,98.21333333333334,84.14220396976116
2250,59.56666666666667,159.83333333333334,149.3,23.9,54.666666666666664,89.45333333333335,54.65442789828551
2500,196.33333333333334,9.233333333333333,149.63333333333333,106.8,141.3,120.66,62.6097734649578
2750,9.033333333333333,9.5,17.433333333333334,18.6,95.7,30.053333333333335,33.0581548184408
3000,41.86666666666667,93.86666666666666,14.333333333333334,9.566666666666666,89.16666666666667,49.760000000000005,35.86402344659307
3250,200.26666666666668,102.16666666666667,49.4,45.8,185.66666666666666,116.66,65.58520971479265
3500,118.46666666666667,86.86666666666666,79.36666666666666,149.66666666666666,107.6,108.39333333333335,24.94607873884079
3750,458.2,66.66666666666667,63.86666666666667,98.1,61.766666666666666,149.72,154.8088981077423
4000,453.6666666666667,53.56666666666667,67.2,68.63333333333334,55.6,139.73333333333335,157.08185410444102
4250,500.0,84.23333333333333,79.33333333333333,93.46666666666667,141.23333333333332,179.65333333333336,161.67578888352799
4500,466.4,131.86666666666667,386.3666666666667,93.93333333333334,73.0,230.31333333333333,163.17370648756156
4750,500.0,234.0,383.1666666666667,162.63333333333333,128.53333333333333,281.6666666666667,139.90179253875039
5000,139.76666666666668,273.53333333333336,433.8,157.4,227.06666666666666,246.31333333333336,105.37588507602466
5250,15.0,285.23333333333335,41.86666666666667,206.1,372.96666666666664,184.23333333333335,137.99102225225457
5500,412.1,20.0,456.2,34.8,451.3,274.88,202.69805524474083
5750,294.7,132.56666666666666,134.03333333333333,335.3,500.0,279.32,137.63337063049465
6000,445.03333333333336,139.03333333333333,185.36666666666667,359.0,11.933333333333334,228.07333333333335,155.35888402162408
6250,374.8666666666667,128.73333333333332,190.33333333333334,376.6,369.6,288.02666666666664,106.7323597707004
6500,42.93333333333333,131.9,138.13333333333333,182.0,55.1,110.01333333333335,52.852703494397204
6750,72.7,151.53333333333333,210.33333333333334,417.6666666666667,126.2,195.68666666666667,119.49332961392543
7000,123.9,189.56666666666666,392.53333333333336,228.23333333333332,193.43333333333334,225.53333333333336,90.05513372990522
7250,306.46666666666664,184.26666666666668,500.0,11.6,276.2,255.70666666666665,159.60421381237612
7500,363.03333333333336,147.76666666666668,500.0,281.46666666666664,380.43333333333334,334.54,116.61572487828941
7750,28.633333333333333,490.3,500.0,335.26666666666665,391.3,349.1,171.68537244363924
8000,28.266666666666666,478.53333333333336,196.86666666666667,114.83333333333333,53.63333333333333,174.42666666666668,162.78179177455118
8250,30.066666666666666,402.26666666666665,500.0,320.4,93.26666666666667,269.19999999999993,179.85222081846345
