timesteps,return
0,9.266666666666667
250,9.3
500,22.766666666666666
750,31.633333333333333
1000,9.066666666666666
1250,330.3333333333333
1500,49.36666666666667
1750,85.63333333333334
2000,51.3
2250,71.76666666666667
2500,133.3
2750,37.3
3000,410.6
3250,16.566666666666666
3500,109.6
3750,85.56666666666666
4000,167.16666666666666
4250,45.1
4500,103.2
4750,89.33333333333333
5000,132.4
5250,428.8666666666667
5500,176.7
5750,152.63333333333333
6000,42.13333333333333
6250,94.06666666666666
6500,206.03333333333333
6750,135.53333333333333
7000,134.26666666666668
7250,126.16666666666667
7500,133.23333333333332
7750,144.33333333333334
8000,164.36666666666667
8250,35.96666666666667
8500,270.06666666666666
8750,140.3
9000,477.03333333333336
9250,349.23333333333335
9500,341.4
9750,323.76666666666665
10000,273.3666666666667
10250,284.96666666666664
10500,297.76666666666665
10750,199.63333333333333
11000,201.0
11250,222.4
11500,473.93333333333334
11750,489.06666666666666
12000,401.6
12250,127.4
12500,178.7
12750,140.6
13000,140.96666666666667
13250,227.7
13500,193.23333333333332
13750,242.26666666666668
14000,201.53333333333333
14250,138.86666666666667
14500,229.46666666666667
14750,192.43333333333334
15000,285.93333333333334
15250,9.9
15500,166.8
15750,197.63333333333333
16000,112.33333333333333
16250,134.63333333333333
16500,111.73333333333333
16750,110.56666666666666
17000,145.33333333333334
17250,122.83333333333333
17500,78.46666666666667
17750,311.5
18000,9.233333333333333
18250,72.56666666666666
18500,422.4
18750,275.0
19000,199.63333333333333
19250,395.3
19500,473.6333333333333
19750,445.8333333333333
20000,284.3333333333333
20250,292.6666666666667
20500,216.6
20750,239.33333333333334
21000,263.93333333333334
21250,232.83333333333334
21500,281.1666666666667
21750,461.1666666666667
22000,461.73333333333335
22250,218.46666666666667
22500,354.9
22750,500.0
23000,491.26666666666665
23250,500.0
23500,173.76666666666668
23750,492.9
24000,245.06666666666666
24250,82.83333333333333
24500,108.33333333333333
24750,117.63333333333334
25000,297.76666666666665
25250,500.0
25500,498.56666666666666
25750,253.9
26000,500.0
26250,191.76666666666668
26500,197.3
26750,134.46666666666667
27000,152.0
27250,265.03333333333336
27500,159.16666666666666
27750,116.93333333333334
28000,150.86666666666667
28250,223.0
28500,263.6666666666667
28750,140.26666666666668
29000,237.53333333333333
29250,224.16666666666666
29500,141.4
29750,220.9
30000,500.0
30250,454.8
30500,151.6
30750,107.3
31000,500.0
31250,500.0
31500,221.2
31750,500.0
32000,290.5
32250,150.8
32500,483.5
32750,500.0
33000,500.0
33250,346.06666666666666
33500,493.76666666666665
33750,500.0
34000,129.3
34250,105.8
34500,500.0
34750,500.0
35000,500.0
35250,500.0
35500,500.0
35750,369.03333333333336
36000,105.36666666666666
36250,169.86666666666667
36500,500.0
36750,454.7
37000,263.06666666666666
37250,161.9
37500,500.0
37750,402.26666666666665
38000,450.53333333333336
38250,485.6666666666667
38500,357.26666666666665
38750,103.5
39000,117.06666666666666
39250,266.23333333333335
39500,208.2
39750,388.6666666666667
40000,178.76666666666668
40250,500.0
40500,500.0
40750,116.76666666666667
41000,164.2
41250,500.0
41500,447.03333333333336
41750,410.53333333333336
42000,132.26666666666668
42250,492.53333333333336
42500,500.0
42750,500.0
43000,424.6666666666667
43250,500.0
43500,500.0
43750,109.5
44000,500.0
44250,500.0
44500,500.0
44750,479.76666666666665
45000,500.0
45250,500.0
45500,500.0
45750,500.0
46000,500.0
46250,500.0
46500,500.0
46750,500.0
47000,500.0
47250,500.0
47500,15.333333333333334
47750,500.0
48000,500.0
48250,500.0
48500,500.0
48750,500.0
49000,500.0
49250,500.0
49500,500.0
49750,500.0
50000,500.0
50250,500.0
50500,500.0
50750,500.0
51000,500.0
51250,500.0
51500,419.6333333333333
51750,500.0
52000,500.0
52250,500.0
52500,160.16666666666666
52750,500.0
53000,500.0
53250,500.0
53500,500.0
53750,196.6
54000,500.0
54250,500.0
54500,202.53333333333333
54750,500.0
55000,115.6
55250,107.3
55500,500.0
55750,500.0
56000,500.0
56250,500.0
56500,500.0
56750,500.0
57000,271.9
57250,500.0
57500,435.93333333333334
57750,500.0
58000,12.066666666666666
58250,500.0
58500,500.0
58750,77.16666666666667
59000,81.16666666666667
59250,90.33333333333333
59500,83.73333333333333
59750,82.4
60000,110.26666666666667
60250,111.73333333333333
60500,122.86666666666666
60750,91.4
61000,500.0
61250,405.46666666666664
61500,500.0
61750,500.0
62000,500.0
62250,500.0
62500,500.0
62750,14.433333333333334
63000,14.6
63250,500.0
63500,500.0
63750,500.0
64000,436.3666666666667
64250,331.3333333333333
64500,30.933333333333334
64750,160.66666666666666
65000,500.0
65250,143.86666666666667
65500,500.0
65750,500.0
66000,500.0
66250,142.56666666666666
66500,89.36666666666666
66750,136.46666666666667
67000,500.0
67250,500.0
67500,500.0
67750,500.0
68000,459.3666666666667
68250,500.0
68500,69.13333333333334
68750,113.43333333333334
69000,318.1666666666667
69250,141.3
69500,108.5
69750,137.53333333333333
70000,185.36666666666667
70250,142.83333333333334
70500,500.0
70750,136.43333333333334
71000,41.3
71250,500.0
71500,500.0
71750,500.0
72000,500.0
72250,500.0
72500,500.0
72750,500.0
73000,500.0
73250,500.0
73500,500.0
73750,500.0
74000,184.3
74250,500.0
74500,500.0
74750,500.0
75000,500.0
75250,500.0
75500,500.0
75750,196.0
76000,500.0
76250,500.0
76500,500.0
76750,500.0
77000,500.0
77250,500.0
77500,500.0
77750,500.0
78000,500.0
78250,500.0
78500,500.0
78750,500.0
79000,500.0
79250,500.0
79500,107.46666666666667
79750,500.0
80000,94.6
80250,75.2
80500,490.8
80750,500.0
81000,500.0
81250,145.76666666666668
81500,15.666666666666666
81750,117.9
82000,75.13333333333334
82250,282.2
82500,471.43333333333334
82750,95.03333333333333
83000,138.4
83250,145.93333333333334
83500,500.0
83750,500.0
84000,500.0
84250,90.86666666666666
84500,130.86666666666667
84750,500.0
85000,210.93333333333334
85250,500.0
85500,500.0
85750,500.0
86000,500.0
86250,159.73333333333332
86500,163.03333333333333
86750,500.0
87000,500.0
87250,500.0
87500,500.0
87750,500.0
88000,500.0
88250,121.46666666666667
88500,500.0
88750,169.76666666666668
89000,500.0
89250,500.0
89500,130.4
89750,500.0
90000,500.0
90250,109.96666666666667
90500,65.33333333333333
90750,500.0
91000,137.56666666666666
91250,83.3
91500,75.8
91750,113.46666666666667
92000,113.03333333333333
92250,115.93333333333334
92500,113.86666666666666
92750,89.63333333333334
93000,48.46666666666667
93250,128.56666666666666
93500,317.23333333333335
93750,128.03333333333333
94000,500.0
94250,500.0
94500,500.0
94750,500.0
95000,500.0
95250,154.83333333333334
95500,483.3
95750,500.0
96000,500.0
96250,491.9
96500,134.6
96750,500.0
97000,500.0
97250,500.0
97500,500.0
97750,500.0
98000,500.0
98250,500.0
98500,500.0
98750,500.0
99000,172.63333333333333
99250,168.3
99500,500.0
99750,500.0
100000,500.0
100250,9.966666666666667
100500,141.63333333333333
100750,500.0
101000,500.0
101250,500.0
101500,500.0
101750,286.8666666666667
102000,215.23333333333332
102250,215.0
102500,144.5
102750,148.26666666666668
103000,119.16666666666667
103250,123.63333333333334
103500,116.53333333333333
103750,116.1
104000,115.9
104250,132.76666666666668
104500,238.43333333333334
104750,450.1666666666667
105000,500.0
105250,500.0
105500,500.0
105750,500.0
106000,500.0
106250,500.0
106500,81.66666666666667
106750,499.76666666666665
107000,92.4
107250,86.06666666666666
107500,93.63333333333334
107750,210.86666666666667
108000,297.5
108250,89.26666666666667
108500,289.23333333333335
108750,191.1
109000,253.16666666666666
109250,180.2
109500,500.0
109750,500.0
110000,500.0
110250,94.16666666666667
110500,109.56666666666666
110750,500.0
111000,78.66666666666667
111250,500.0
111500,500.0
111750,500.0
112000,500.0
112250,500.0
112500,500.0
112750,500.0
113000,435.0
