timesteps,return
0,13.966666666666667
250,9.233333333333333
500,17.933333333333334
750,11.133333333333333
1000,74.96666666666667
1250,57.9
1500,17.033333333333335
1750,190.26666666666668
2000,198.66666666666666
2250,59.56666666666667
2500,196.33333333333334
2750,9.033333333333333
3000,41.86666666666667
3250,200.26666666666668
3500,118.46666666666667
3750,458.2
4000,453.6666666666667
4250,500.0
4500,466.4
4750,500.0
5000,139.76666666666668
5250,15.0
5500,412.1
5750,294.7
6000,445.03333333333336
6250,374.8666666666667
6500,42.93333333333333
6750,72.7
7000,123.9
7250,306.46666666666664
7500,363.03333333333336
7750,28.633333333333333
8000,28.266666666666666
8250,30.066666666666666
8500,255.16666666666666
8750,158.53333333333333
9000,307.7
9250,500.0
9500,128.16666666666666
9750,152.2
10000,24.966666666666665
10250,348.46666666666664
10500,500.0
10750,500.0
11000,500.0
11250,500.0
11500,500.0
11750,500.0
12000,500.0
12250,500.0
12500,500.0
12750,9.2
13000,342.96666666666664
13250,500.0
13500,500.0
13750,500.0
14000,500.0
14250,500.0
14500,500.0
14750,500.0
15000,500.0
15250,500.0
15500,500.0
15750,500.0
16000,500.0
16250,500.0
16500,500.0
16750,500.0
17000,500.0
17250,500.0
17500,500.0
17750,500.0
18000,500.0
18250,500.0
18500,500.0
18750,301.46666666666664
19000,231.66666666666666
19250,176.56666666666666
19500,153.6
19750,148.0
20000,242.8
20250,123.63333333333334
20500,115.26666666666667
20750,237.73333333333332
21000,500.0
21250,500.0
21500,500.0
21750,500.0
22000,68.06666666666666
22250,279.2
22500,193.26666666666668
22750,37.266666666666666
23000,219.86666666666667
23250,242.0
23500,169.83333333333334
23750,500.0
24000,139.16666666666666
24250,181.63333333333333
24500,114.13333333333334
24750,128.96666666666667
25000,126.43333333333334
25250,137.0
25500,113.7
25750,113.83333333333333
26000,280.2
26250,500.0
26500,132.26666666666668
26750,124.5
27000,129.9
27250,132.43333333333334
27500,126.86666666666666
27750,133.23333333333332
28000,129.86666666666667
28250,106.4
28500,434.03333333333336
28750,495.06666666666666
29000,500.0
29250,500.0
29500,500.0
29750,500.0
30000,208.46666666666667
30250,406.7
30500,286.23333333333335
30750,462.5
31000,107.16666666666667
31250,21.933333333333334
31500,94.23333333333333
31750,17.066666666666666
32000,140.46666666666667
32250,128.66666666666666
32500,128.76666666666668
32750,127.26666666666667
33000,122.2
33250,114.1
33500,119.73333333333333
33750,115.0
34000,164.73333333333332
34250,154.7
34500,171.6
34750,252.83333333333334
35000,404.2
35250,184.36666666666667
35500,123.46666666666667
35750,121.93333333333334
36000,116.8
36250,123.8
36500,128.66666666666666
36750,133.3
37000,142.93333333333334
37250,160.43333333333334
37500,250.33333333333334
