timesteps,return
0,9.566666666666666
250,9.266666666666667
500,9.533333333333333
750,9.533333333333333
1000,9.166666666666666
1250,28.066666666666666
1500,11.5
1750,27.3
2000,21.2
2250,32.766666666666666
2500,41.06666666666667
2750,42.03333333333333
3000,97.83333333333333
3250,57.63333333333333
3500,124.46666666666667
3750,110.66666666666667
4000,102.83333333333333
4250,128.0
4500,149.4
4750,133.06666666666666
5000,439.6333333333333
5250,498.0
5500,9.233333333333333
5750,97.13333333333334
6000,500.0
6250,99.7
6500,17.033333333333335
6750,500.0
7000,112.13333333333334
7250,74.86666666666666
7500,159.96666666666667
7750,397.06666666666666
8000,9.6
8250,105.7
8500,112.4
8750,129.26666666666668
9000,14.633333333333333
9250,146.8
9500,177.76666666666668
9750,112.7
10000,500.0
10250,500.0
10500,500.0
10750,101.06666666666666
11000,73.26666666666667
11250,284.8
11500,107.06666666666666
11750,108.43333333333334
12000,494.5
12250,73.7
12500,318.8333333333333
12750,40.13333333333333
13000,411.9
13250,284.3
13500,160.13333333333333
13750,112.56666666666666
14000,381.8666666666667
14250,415.26666666666665
14500,200.16666666666666
14750,220.53333333333333
15000,111.13333333333334
15250,101.66666666666667
15500,97.36666666666666
15750,155.96666666666667
16000,109.63333333333334
16250,114.2
16500,121.86666666666666
16750,125.2
17000,108.5
17250,500.0
17500,125.33333333333333
17750,118.03333333333333
18000,500.0
18250,105.7
18500,500.0
18750,117.16666666666667
19000,500.0
19250,500.0
19500,283.9
19750,82.06666666666666
20000,500.0
20250,476.3333333333333
20500,500.0
20750,500.0
21000,500.0
21250,107.8
21500,123.0
21750,128.6
22000,500.0
22250,500.0
22500,126.16666666666667
22750,185.33333333333334
23000,500.0
23250,500.0
23500,15.1
23750,500.0
24000,241.83333333333334
24250,185.46666666666667
24500,161.53333333333333
24750,172.3
25000,155.13333333333333
25250,171.36666666666667
25500,500.0
25750,500.0
26000,500.0
26250,500.0
26500,500.0
26750,500.0
27000,500.0
27250,500.0
27500,500.0
27750,500.0
28000,500.0
28250,500.0
28500,253.16666666666666
28750,52.46666666666667
29000,33.266666666666666
29250,270.93333333333334
29500,500.0
29750,500.0
30000,500.0
30250,500.0
30500,500.0
30750,500.0
31000,175.66666666666666
31250,500.0
31500,116.13333333333334
31750,500.0
32000,500.0
32250,500.0
32500,165.93333333333334
32750,500.0
33000,109.8
33250,500.0
33500,500.0
33750,500.0
34000,500.0
34250,265.8333333333333
34500,27.3
34750,500.0
35000,500.0
35250,500.0
35500,483.8666666666667
35750,500.0
36000,500.0
36250,500.0
36500,500.0
36750,40.766666666666666
37000,500.0
37250,500.0
37500,500.0
37750,500.0
38000,500.0
38250,29.633333333333333
38500,500.0
38750,500.0
39000,500.0
39250,476.3666666666667
39500,500.0
39750,101.56666666666666
40000,500.0
40250,500.0
40500,500.0
40750,483.76666666666665
41000,500.0
41250,500.0
41500,500.0
41750,9.9
42000,500.0
42250,27.1
42500,500.0
42750,500.0
43000,500.0
43250,500.0
43500,500.0
43750,500.0
44000,296.1333333333333
44250,500.0
44500,238.93333333333334
44750,500.0
45000,133.36666666666667
45250,128.03333333333333
45500,500.0
45750,103.6
46000,130.66666666666666
46250,500.0
46500,159.1
46750,500.0
47000,33.9
47250,156.86666666666667
47500,113.76666666666667
47750,128.9
48000,491.6666666666667
48250,500.0
48500,500.0
48750,451.3666666666667
49000,27.1
49250,449.26666666666665
49500,50.766666666666666
49750,493.73333333333335
50000,500.0
50250,500.0
50500,472.73333333333335
50750,500.0
51000,500.0
51250,500.0
51500,500.0
51750,434.93333333333334
52000,138.33333333333334
52250,174.96666666666667
52500,500.0
52750,458.6333333333333
53000,472.73333333333335
53250,500.0
53500,500.0
53750,232.8
54000,500.0
54250,500.0
54500,500.0
54750,500.0
55000,500.0
55250,500.0
55500,44.166666666666664
55750,235.3
56000,117.26666666666667
56250,121.6
56500,109.73333333333333
56750,116.56666666666666
57000,73.93333333333334
57250,76.93333333333334
57500,185.73333333333332
57750,192.36666666666667
58000,119.43333333333334
58250,132.46666666666667
58500,118.63333333333334
58750,180.83333333333334
59000,114.0
59250,113.96666666666667
59500,172.13333333333333
59750,206.43333333333334
60000,500.0
60250,62.06666666666667
60500,123.0
60750,364.76666666666665
61000,243.16666666666666
61250,124.0
61500,129.63333333333333
61750,141.13333333333333
62000,138.56666666666666
62250,127.96666666666667
62500,500.0
62750,431.3
63000,500.0
63250,195.33333333333334
63500,500.0
63750,500.0
64000,143.33333333333334
64250,500.0
64500,500.0
64750,500.0
65000,138.56666666666666
65250,500.0
65500,500.0
65750,500.0
66000,353.4
66250,500.0
66500,500.0
66750,500.0
67000,500.0
67250,500.0
67500,500.0
67750,500.0
68000,500.0
68250,500.0
68500,500.0
