target_updates,avg_return,std_dev
10,90.49266666666668,29.182341268421435
50,106.30933333333333,30.297551289687185
100,78.75533333333334,29.05310127516075
200,79.65633333333332,24.596983382602904
500,55.036,15.959902979270165
1000,31.323,14.185535265166788
